0,1
car,15
sedan,13
new,13
like,9
one,9
midsize,8
2013,8
driving,7
also,7
think,7
vehicle,7
well,6
time,6
dont,6
would,6
good,6
acceptable,6
really,5
lot,5
price,5
yet,5
two,5
get,5
may,5
test,5
