0,1
car,310
like,205
new,200
one,176
year,170
get,166
think,162
would,149
better,142
good,140
even,135
dont,127
well,125
time,120
also,120
much,120
model,116
make,115
look,114
really,112
problem,105
sedan,99
lot,98
im,97
test,97
