0,1
car,249
like,152
year,147
new,144
think,126
one,118
would,113
even,105
get,104
dont,95
good,94
time,94
make,88
better,86
lot,85
also,82
well,81
look,80
really,79
much,78
people,70
interior,70
many,69
still,67
see,66
